Zone;Roche's Hole;50,50;66,70;1;
Zone;Field of Laudable Wakey's;34,50;50,66;0;
Zone;Gritty Melmoths Field;24,50;34,64;0;
Zone;Cave of Meters;8,50;24,62;0;
Zone;Ocean of Protest;-28,50;8,76;0;
Zone;Nouronihar Ocean;-48,50;-28,76;0;
Zone;Bakufu Village;-58,50;-48,58;0;
Zone;Fat 'Just Fields;-72,50;-58,62;0;
Zone;Gling Sea;-92,50;-72,74;0;
Zone;Town of Dividing Raynal;-104,50;-92,60;0;
Zone;Cave of Jarring Anthropometrist;-118,50;-104,58;0;
Tile;;-20,34;1;1;7;
Tile;;-19,34;1;1;7;
Tile;grass;-27,35;0;6;6;
NPC;'Theory;-23,37;1;2;1;battle;randomAI;displayDialogue(0);
Tile;;-27,76;1;1;7;
Tile;;-26,76;1;1;7;
Tile;;-25,76;1;1;7;
Tile;;-24,76;1;1;7;
Tile;;-23,76;1;1;7;
Tile;;-22,76;1;1;7;
Tile;;-21,76;1;1;7;
Tile;;-20,76;1;1;7;
Tile;;-19,76;1;1;7;
Tile;;-18,76;1;1;7;
Tile;;-17,76;1;1;7;
Tile;;-16,76;1;1;7;
Tile;;-15,76;1;1;7;
Tile;;-14,76;1;1;7;
Tile;;-13,76;1;1;7;
Tile;;-12,76;1;1;7;
Tile;;-11,76;1;1;7;
Tile;;-10,76;1;1;7;
Tile;;-9,76;1;1;7;
Tile;;-8,76;1;1;7;
Tile;;-7,76;1;1;7;
Tile;;-6,76;1;1;7;
Tile;;-5,76;1;1;7;
Tile;;-4,76;1;1;7;
Tile;;-3,76;1;1;7;
Tile;;-2,76;1;1;7;
Tile;;-1,76;1;1;7;
Tile;;0,76;1;1;7;
Tile;;1,76;1;1;7;
Tile;;2,76;1;1;7;
Tile;;3,76;1;1;7;
Tile;;4,76;1;1;7;
Tile;;5,76;1;1;7;
Tile;;6,76;1;1;7;
Tile;;7,76;1;1;7;
Tile;;8,76;1;1;7;
Tile;;8,50;1;1;7;
Tile;;8,51;1;1;7;
Tile;;8,52;1;1;7;
Tile;;8,53;1;1;7;
Tile;;8,54;1;1;7;
Tile;;8,55;1;1;7;
Tile;;8,57;1;1;7;
Tile;;8,58;1;1;7;
Tile;;8,59;1;1;7;
Tile;;8,60;1;1;7;
Tile;;8,61;1;1;7;
Tile;;8,62;1;1;7;
Tile;;8,63;1;1;7;
Tile;;8,64;1;1;7;
Tile;;8,65;1;1;7;
Tile;;8,66;1;1;7;
Tile;;8,67;1;1;7;
Tile;;8,68;1;1;7;
Tile;;8,69;1;1;7;
Tile;;8,70;1;1;7;
Tile;;8,71;1;1;7;
Tile;;8,72;1;1;7;
Tile;;8,73;1;1;7;
Tile;;8,74;1;1;7;
Tile;;8,75;1;1;7;
Tile;;-3,50;1;1;7;
Tile;;-2,50;1;1;7;
Tile;;-1,50;1;1;7;
Tile;;0,50;1;1;7;
Tile;;1,50;1;1;7;
Tile;;2,50;1;1;7;
Tile;;3,50;1;1;7;
Tile;;4,50;1;1;7;
Tile;;5,50;1;1;7;
Tile;;6,50;1;1;7;
Tile;;7,50;1;1;7;
Tile;;-2,73;1;5;6;
Tile;;1,70;1;5;6;
Tile;;3,66;1;5;6;
Tile;;-4,70;1;5;6;
Tile;;-25,72;1;5;6;
Tile;;-2,56;1;5;6;
Tile;;-8,66;1;5;6;
Tile;;-13,65;1;5;6;
Tile;;-4,67;1;5;6;
Tile;;1,65;1;5;6;
Tile;;-9,67;1;5;6;
Tile;;3,67;1;5;6;
Tile;;-19,65;1;5;6;
Tile;;-20,55;1;5;6;
Tile;;0,60;1;5;6;
Tile;;-26,58;1;5;6;
Tile;;-1,66;1;5;6;
Tile;;0,68;1;5;6;
Tile;;-6,66;1;5;6;
Tile;;-13,69;1;5;6;
Tile;;-9,74;1;5;6;
Tile;;-18,61;1;5;6;
Tile;;-6,56;1;5;6;
Tile;;-19,59;1;5;6;
Tile;;-7,57;1;5;6;
Tile;;-20,72;1;5;6;
Tile;;-5,54;1;5;6;
Tile;;2,72;1;5;6;
Tile;;3,53;1;5;6;
Tile;;-14,75;1;5;6;
Tile;;-19,66;1;5;6;
Tile;;-3,71;1;5;6;
Tile;;-11,61;1;5;6;
Tile;;-17,75;1;5;6;
Tile;;6,70;1;5;6;
Tile;;-10,57;1;5;6;
Tile;;-8,72;1;5;6;
Tile;;-15,72;1;5;6;
Tile;;-16,69;1;5;6;
Tile;;-20,67;1;5;6;
Tile;;-4,68;1;5;6;
Tile;;-3,54;1;5;6;
Tile;;-23,56;1;5;6;
Tile;;-8,68;1;5;6;
Tile;;-14,73;1;5;6;
Tile;;7,74;1;5;6;
Tile;;-13,66;1;5;6;
Tile;;1,54;1;5;6;
Tile;;-26,57;1;5;6;
Tile;;-3,74;1;5;6;
Tile;;-10,65;1;5;6;
Tile;;-12,64;1;5;6;
Tile;;-10,73;1;5;6;
Tile;;-26,53;1;5;6;
Tile;;6,59;1;5;6;
Tile;;-17,70;1;5;6;
Tile;;-11,63;1;5;6;
Tile;;6,75;1;5;6;
Tile;;-4,65;1;5;6;
Tile;;-23,70;1;5;6;
Tile;;-15,70;1;5;6;
Tile;;-3,59;1;5;6;
Tile;;-9,59;1;5;6;
Tile;;-4,64;1;5;6;
Tile;;-7,60;1;5;6;
Tile;;-10,69;1;5;6;
Tile;;1,69;1;5;6;
Tile;;-25,74;1;5;6;
Tile;;-24,60;1;5;6;
Tile;;-10,61;1;5;6;
Tile;;-10,67;1;5;6;
Tile;;-6,59;1;5;6;
Tile;;-13,59;1;5;6;
Tile;;-18,66;1;5;6;
Tile;;3,64;1;5;6;
Tile;;-4,55;1;5;6;
Tile;;-7,68;1;5;6;
Tile;;-25,56;1;5;6;
Tile;;2,68;1;5;6;
Tile;;7,54;1;5;6;
Tile;;3,68;1;5;6;
Tile;;0,57;1;5;6;
Tile;;-12,68;1;5;6;
Tile;;2,55;1;5;6;
Tile;;-16,74;1;5;6;
Tile;;-20,52;1;5;6;
Tile;;6,57;1;5;6;
Tile;;-6,54;1;5;6;
Tile;;7,70;1;5;6;
Tile;;-12,61;1;5;6;
Tile;;7,58;1;5;6;
Tile;;-19,58;1;5;6;
Tile;;-17,57;1;5;6;
Tile;;5,63;1;5;6;
Tile;;-21,66;1;5;6;
Tile;;-9,60;1;5;6;
Tile;;-22,67;1;5;6;
Tile;;-21,56;1;5;6;
Tile;;-2,64;1;5;6;
Tile;;-22,58;1;5;6;
Tile;;-25,55;1;5;6;
Tile;;2,64;1;5;6;
Tile;;-5,65;1;5;6;
Tile;;-20,61;1;5;6;
Tile;;6,74;1;5;6;
Tile;grass;-27,51;0;6;6;
NPC;Perated;1,59;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Pinchy;-23,75;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Sothoth;4,62;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Gretta;-2,74;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Averted;-18,52;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Unblooded;-1,58;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Maudsley;5,64;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Necrodragon's;-9,56;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Regretted;-23,65;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Overtaken;-15,54;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Bleaching;-22,74;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Ilfhild;-13,68;1;2;1;battle;randomAI;displayDialogue(0);
Tile;;9,62;1;1;7;
Tile;;10,62;1;1;7;
Tile;;11,62;1;1;7;
Tile;;12,62;1;1;7;
Tile;;13,62;1;1;7;
Tile;;14,62;1;1;7;
Tile;;15,62;1;1;7;
Tile;;16,62;1;1;7;
Tile;;17,62;1;1;7;
Tile;;18,62;1;1;7;
Tile;;19,62;1;1;7;
Tile;;20,62;1;1;7;
Tile;;21,62;1;1;7;
Tile;;22,62;1;1;7;
Tile;;23,62;1;1;7;
Tile;;24,62;1;1;7;
Tile;;24,50;1;1;7;
Tile;;24,51;1;1;7;
Tile;;24,52;1;1;7;
Tile;;24,53;1;1;7;
Tile;;24,54;1;1;7;
Tile;;24,55;1;1;7;
Tile;;24,56;1;1;7;
Tile;;24,57;1;1;7;
Tile;;24,58;1;1;7;
Tile;;24,60;1;1;7;
Tile;;24,61;1;1;7;
Tile;;9,50;1;1;7;
Tile;;10,50;1;1;7;
Tile;;11,50;1;1;7;
Tile;;12,50;1;1;7;
Tile;;13,50;1;1;7;
Tile;;14,50;1;1;7;
Tile;;15,50;1;1;7;
Tile;;16,50;1;1;7;
Tile;;17,50;1;1;7;
Tile;;18,50;1;1;7;
Tile;;19,50;1;1;7;
Tile;;20,50;1;1;7;
Tile;;21,50;1;1;7;
Tile;;22,50;1;1;7;
Tile;;23,50;1;1;7;
Tile;;11,52;1;1;7;
Tile;;11,54;1;1;7;
Tile;;11,60;1;1;7;
Tile;;20,52;1;1;7;
Tile;;20,53;1;1;7;
Tile;;20,54;1;1;7;
Tile;;20,56;1;1;7;
Tile;;20,57;1;1;7;
Tile;;20,58;1;1;7;
Tile;;20,59;1;1;7;
Tile;;12,52;1;1;7;
Tile;;20,60;1;1;7;
Tile;;12,54;1;1;7;
Tile;;12,56;1;1;7;
Tile;;12,57;1;1;7;
Tile;;12,58;1;1;7;
Tile;;12,59;1;1;7;
Tile;;12,60;1;1;7;
Tile;;21,52;1;1;7;
Tile;;21,56;1;1;7;
Tile;;21,58;1;1;7;
Tile;;13,54;1;1;7;
Tile;;13,58;1;1;7;
Tile;;22,52;1;1;7;
Tile;;22,54;1;1;7;
Tile;;22,55;1;1;7;
Tile;;22,56;1;1;7;
Tile;;22,58;1;1;7;
Tile;;14,51;1;1;7;
Tile;;14,52;1;1;7;
Tile;;22,60;1;1;7;
Tile;;14,53;1;1;7;
Tile;;22,61;1;1;7;
Tile;;14,54;1;1;7;
Tile;;14,55;1;1;7;
Tile;;14,56;1;1;7;
Tile;;14,58;1;1;7;
Tile;;14,60;1;1;7;
Tile;;23,54;1;1;7;
Tile;;15,56;1;1;7;
Tile;;15,58;1;1;7;
Tile;;15,60;1;1;7;
Tile;;16,52;1;1;7;
Tile;;16,53;1;1;7;
Tile;;16,54;1;1;7;
Tile;;16,55;1;1;7;
Tile;;16,56;1;1;7;
Tile;;16,58;1;1;7;
Tile;;16,60;1;1;7;
Tile;;16,61;1;1;7;
Tile;;17,58;1;1;7;
Tile;;9,60;1;1;7;
Tile;;18,52;1;1;7;
Tile;;18,53;1;1;7;
Tile;;18,54;1;1;7;
Tile;;18,55;1;1;7;
Tile;;18,56;1;1;7;
Tile;;18,57;1;1;7;
Tile;;18,58;1;1;7;
Tile;;18,59;1;1;7;
Tile;;10,52;1;1;7;
Tile;;18,60;1;1;7;
Tile;;10,54;1;1;7;
Tile;;10,55;1;1;7;
Tile;;10,56;1;1;7;
Tile;;10,57;1;1;7;
Tile;;10,58;1;1;7;
Tile;;10,60;1;1;7;
Tile;;19,52;1;1;7;
Tile;grass;9,51;0;6;6;
NPC;Banged;11,57;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Octopi;13,60;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Illos;17,52;1;2;1;battle;randomAI;displayDialogue(0);
Zone;River of Prayer;24,40;34,50;0;
Zone;Propagated Field;8,40;24,50;0;
Tile;;8,40;1;1;7;
Tile;;8,41;1;1;7;
Tile;;8,42;1;1;7;
Tile;;8,43;1;1;7;
Tile;;8,44;1;1;7;
Tile;;8,45;1;1;7;
Tile;;8,46;1;1;7;
Tile;;8,47;1;1;7;
Tile;;8,48;1;1;7;
Tile;;8,49;1;1;7;
Tile;;24,40;1;1;7;
Tile;;24,42;1;1;7;
Tile;;24,43;1;1;7;
Tile;;24,44;1;1;7;
Tile;;24,45;1;1;7;
Tile;;24,46;1;1;7;
Tile;;24,47;1;1;7;
Tile;;24,48;1;1;7;
Tile;;24,49;1;1;7;
Tile;;9,40;1;1;7;
Tile;;10,40;1;1;7;
Tile;;11,40;1;1;7;
Tile;;12,40;1;1;7;
Tile;;13,40;1;1;7;
Tile;;14,40;1;1;7;
Tile;;15,40;1;1;7;
Tile;;16,40;1;1;7;
Tile;;17,40;1;1;7;
Tile;;18,40;1;1;7;
Tile;;19,40;1;1;7;
Tile;;20,40;1;1;7;
Tile;;21,40;1;1;7;
Tile;;22,40;1;1;7;
Tile;;23,40;1;1;7;
Tile;grass;9,41;0;6;6;
NPC;Sported;16,43;1;2;1;battle;randomAI;displayDialogue(0);
Tile;;25,50;1;1;7;
Tile;;26,50;1;1;7;
Tile;;27,50;1;1;7;
Tile;;28,50;1;1;7;
Tile;;30,50;1;1;7;
Tile;;31,50;1;1;7;
Tile;;32,50;1;1;7;
Tile;;33,50;1;1;7;
Tile;;34,50;1;1;7;
Tile;;34,40;1;1;7;
Tile;;34,41;1;1;7;
Tile;;34,42;1;1;7;
Tile;;34,43;1;1;7;
Tile;;34,44;1;1;7;
Tile;;34,45;1;1;7;
Tile;;34,46;1;1;7;
Tile;;34,47;1;1;7;
Tile;;34,48;1;1;7;
Tile;;34,49;1;1;7;
Tile;;25,40;1;1;7;
Tile;;26,40;1;1;7;
Tile;;27,40;1;1;7;
Tile;;28,40;1;1;7;
Tile;;29,40;1;1;7;
Tile;;30,40;1;1;7;
Tile;;31,40;1;1;7;
Tile;;32,40;1;1;7;
Tile;;33,40;1;1;7;
Tile;;32,45;1;5;6;
Tile;;30,47;1;5;6;
Tile;grass;25,41;0;6;6;
NPC;We're;29,45;1;2;1;battle;randomAI;displayDialogue(0);
Tile;;24,63;1;1;7;
Tile;;24,64;1;1;7;
Tile;;25,64;1;1;7;
Tile;;26,64;1;1;7;
Tile;;27,64;1;1;7;
Tile;;28,64;1;1;7;
Tile;;29,64;1;1;7;
Tile;;30,64;1;1;7;
Tile;;31,64;1;1;7;
Tile;;32,64;1;1;7;
Tile;;33,64;1;1;7;
Tile;;34,64;1;1;7;
Tile;;34,51;1;1;7;
Tile;;34,52;1;1;7;
Tile;;34,53;1;1;7;
Tile;;34,54;1;1;7;
Tile;;34,55;1;1;7;
Tile;;34,56;1;1;7;
Tile;;34,57;1;1;7;
Tile;;34,59;1;1;7;
Tile;;34,60;1;1;7;
Tile;;34,61;1;1;7;
Tile;;34,62;1;1;7;
Tile;;34,63;1;1;7;
Tile;grass;25,51;0;6;6;
NPC;Ralph;29,55;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Winterhold;29,52;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Chuckleheaded;27,60;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Gatrunen;32,54;1;2;1;battle;randomAI;displayDialogue(0);
Zone;Town of Prominence;34,66;50,84;0;
Zone;River Finds;26,66;34,72;0;
Zone;Town of Harried Cabined;12,66;26,78;0;
Zone;Delirious Threaded Rivers;12,78;18,86;0;
Zone;Sliding Proclaiming Field;12,86;28,96;0;
Zone;Villages of Conjuring Optic;2,86;12,92;0;
Zone;Forests of Miles;-12,86;2,96;0;
Zone;Villages of Contingencies;-12,96;-6,102;0;
Zone;River Cracking Ha'pennies;-12,102;-6,110;0;
Tile;;-12,102;1;1;7;
Tile;;-12,103;1;1;7;
Tile;;-12,104;1;1;7;
Tile;;-12,105;1;1;7;
Tile;;-12,106;1;1;7;
Tile;;-12,107;1;1;7;
Tile;;-12,108;1;1;7;
Tile;;-12,109;1;1;7;
Tile;;-12,110;1;1;7;
Tile;;-11,110;1;1;7;
Tile;;-10,110;1;1;7;
Tile;;-9,110;1;1;7;
Tile;;-8,110;1;1;7;
Tile;;-7,110;1;1;7;
Tile;;-6,110;1;1;7;
Tile;;-6,102;1;1;7;
Tile;;-6,103;1;1;7;
Tile;;-6,104;1;1;7;
Tile;;-6,105;1;1;7;
Tile;;-6,106;1;1;7;
Tile;;-6,107;1;1;7;
Tile;;-6,108;1;1;7;
Tile;;-6,109;1;1;7;
Tile;;-11,102;1;1;7;
Tile;;-10,102;1;1;7;
Tile;;-9,102;1;1;7;
Tile;;-7,102;1;1;7;
Tile;grass;-11,103;0;6;6;
NPC;Briticized;-9,109;1;2;1;battle;randomAI;displayDialogue(0);
NPC;We're;-10,106;1;2;1;battle;randomAI;displayDialogue(0);
Zone;River Tournachon;-6,96;4,104;0;
Tile;;-6,96;1;1;7;
Tile;;-6,97;1;1;7;
Tile;;-6,98;1;1;7;
Tile;;-6,99;1;1;7;
Tile;;-6,101;1;1;7;
Tile;;-5,104;1;1;7;
Tile;;-4,104;1;1;7;
Tile;;-3,104;1;1;7;
Tile;;-2,104;1;1;7;
Tile;;-1,104;1;1;7;
Tile;;0,104;1;1;7;
Tile;;1,104;1;1;7;
Tile;;2,104;1;1;7;
Tile;;3,104;1;1;7;
Tile;;4,104;1;1;7;
Tile;;4,96;1;1;7;
Tile;;4,97;1;1;7;
Tile;;4,98;1;1;7;
Tile;;4,99;1;1;7;
Tile;;4,100;1;1;7;
Tile;;4,101;1;1;7;
Tile;;4,102;1;1;7;
Tile;;4,103;1;1;7;
Tile;;-5,96;1;1;7;
Tile;;-4,96;1;1;7;
Tile;;-3,96;1;1;7;
Tile;;-2,96;1;1;7;
Tile;;-1,96;1;1;7;
Tile;;0,96;1;1;7;
Tile;;1,96;1;1;7;
Tile;;2,96;1;1;7;
Tile;;3,96;1;1;7;
Tile;;1,100;1;5;6;
Tile;grass;-5,97;0;6;6;
NPC;Knocked;0,98;1;2;1;battle;randomAI;displayDialogue(0);
Tile;;-12,96;1;1;7;
Tile;;-12,97;1;1;7;
Tile;;-12,98;1;1;7;
Tile;;-12,99;1;1;7;
Tile;;-12,100;1;1;7;
Tile;;-12,101;1;1;7;
Tile;;-11,96;1;1;7;
Tile;;-10,96;1;1;7;
Tile;;-8,96;1;1;7;
Tile;;-7,96;1;1;7;
Tile;grass;-11,97;0;6;6;
NPC;Ii;-7,98;1;2;1;battle;randomAI;displayDialogue(0);
Tile;;-12,86;1;1;7;
Tile;;-12,87;1;1;7;
Tile;;-12,88;1;1;7;
Tile;;-12,89;1;1;7;
Tile;;-12,90;1;1;7;
Tile;;-12,91;1;1;7;
Tile;;-12,92;1;1;7;
Tile;;-12,93;1;1;7;
Tile;;-12,94;1;1;7;
Tile;;-12,95;1;1;7;
Tile;;2,86;1;1;7;
Tile;;2,87;1;1;7;
Tile;;2,89;1;1;7;
Tile;;2,90;1;1;7;
Tile;;2,91;1;1;7;
Tile;;2,92;1;1;7;
Tile;;2,93;1;1;7;
Tile;;2,94;1;1;7;
Tile;;2,95;1;1;7;
Tile;;-11,86;1;1;7;
Tile;;-10,86;1;1;7;
Tile;;-9,86;1;1;7;
Tile;;-8,86;1;1;7;
Tile;;-7,86;1;1;7;
Tile;;-6,86;1;1;7;
Tile;;-5,86;1;1;7;
Tile;;-4,86;1;1;7;
Tile;;-3,86;1;1;7;
Tile;;-2,86;1;1;7;
Tile;;-1,86;1;1;7;
Tile;;0,86;1;1;7;
Tile;;1,86;1;1;7;
Tile;;-3,95;1;4;2;
Tile;;-8,95;1;4;2;
Tile;;-1,88;1;4;2;
Tile;;-6,88;1;4;2;
Tile;;-10,93;1;4;2;
Tile;;-2,95;1;4;2;
Tile;grass;-11,87;0;6;6;
NPC;Eton;1,89;1;2;1;battle;randomAI;displayDialogue(0);
Tile;;3,92;1;1;7;
Tile;;4,92;1;1;7;
Tile;;5,92;1;1;7;
Tile;;6,92;1;1;7;
Tile;;7,92;1;1;7;
Tile;;8,92;1;1;7;
Tile;;9,92;1;1;7;
Tile;;10,92;1;1;7;
Tile;;11,92;1;1;7;
Tile;;12,92;1;1;7;
Tile;;12,86;1;1;7;
Tile;;12,87;1;1;7;
Tile;;12,88;1;1;7;
Tile;;12,90;1;1;7;
Tile;;12,91;1;1;7;
Tile;;3,86;1;1;7;
Tile;;4,86;1;1;7;
Tile;;5,86;1;1;7;
Tile;;6,86;1;1;7;
Tile;;7,86;1;1;7;
Tile;;8,86;1;1;7;
Tile;;9,86;1;1;7;
Tile;;10,86;1;1;7;
Tile;;11,86;1;1;7;
Tile;grass;3,87;0;6;6;
NPC;Getups;5,90;1;2;1;battle;randomAI;displayDialogue(0);
Zone;Arse Ocean;12,96;48,132;0;
Zone;Muradin's Park;6,96;12,108;0;
Tile;;6,96;1;1;7;
Tile;;6,97;1;1;7;
Tile;;6,98;1;1;7;
Tile;;6,99;1;1;7;
Tile;;6,100;1;1;7;
Tile;;6,101;1;1;7;
Tile;;6,102;1;1;7;
Tile;;6,103;1;1;7;
Tile;;6,104;1;1;7;
Tile;;6,105;1;1;7;
Tile;;6,106;1;1;7;
Tile;;6,107;1;1;7;
Tile;;6,108;1;1;7;
Tile;;7,108;1;1;7;
Tile;;8,108;1;1;7;
Tile;;9,108;1;1;7;
Tile;;10,108;1;1;7;
Tile;;11,108;1;1;7;
Tile;;12,108;1;1;7;
Tile;;12,96;1;1;7;
Tile;;12,97;1;1;7;
Tile;;12,98;1;1;7;
Tile;;12,99;1;1;7;
Tile;;12,100;1;1;7;
Tile;;12,101;1;1;7;
Tile;;12,102;1;1;7;
Tile;;12,103;1;1;7;
Tile;;12,104;1;1;7;
Tile;;12,105;1;1;7;
Tile;;12,106;1;1;7;
Tile;;7,96;1;1;7;
Tile;;8,96;1;1;7;
Tile;;9,96;1;1;7;
Tile;;10,96;1;1;7;
Tile;;11,96;1;1;7;
Tile;grass;7,97;0;6;6;
NPC;H;11,102;1;2;1;battle;randomAI;displayDialogue(0);
Zone;Pathetic Kinotropists Town;12,132;26,144;0;
Zone;Buhl Squeaked Forest;-2,132;12,146;0;
Zone;Field of Streams;-12,132;-2,142;0;
Tile;;-12,132;1;1;7;
Tile;;-12,133;1;1;7;
Tile;;-12,134;1;1;7;
Tile;;-12,135;1;1;7;
Tile;;-12,136;1;1;7;
Tile;;-12,137;1;1;7;
Tile;;-12,138;1;1;7;
Tile;;-12,139;1;1;7;
Tile;;-12,140;1;1;7;
Tile;;-12,141;1;1;7;
Tile;;-12,142;1;1;7;
Tile;;-11,142;1;1;7;
Tile;;-10,142;1;1;7;
Tile;;-9,142;1;1;7;
Tile;;-8,142;1;1;7;
Tile;;-7,142;1;1;7;
Tile;;-6,142;1;1;7;
Tile;;-5,142;1;1;7;
Tile;;-4,142;1;1;7;
Tile;;-3,142;1;1;7;
Tile;;-2,142;1;1;7;
Tile;;-2,132;1;1;7;
Tile;;-2,133;1;1;7;
Tile;;-2,134;1;1;7;
Tile;;-2,136;1;1;7;
Tile;;-2,137;1;1;7;
Tile;;-2,138;1;1;7;
Tile;;-2,139;1;1;7;
Tile;;-2,140;1;1;7;
Tile;;-2,141;1;1;7;
Tile;;-11,132;1;1;7;
Tile;;-10,132;1;1;7;
Tile;;-9,132;1;1;7;
Tile;;-8,132;1;1;7;
Tile;;-7,132;1;1;7;
Tile;;-6,132;1;1;7;
Tile;;-5,132;1;1;7;
Tile;;-4,132;1;1;7;
Tile;;-3,132;1;1;7;
Tile;grass;-11,133;0;6;6;
NPC;Defoe's;-6,139;1;2;1;battle;randomAI;displayDialogue(0);
Zone;Hemicircle Sea;-2,146;16,162;0;
Tile;;-2,146;1;1;7;
Tile;;-2,147;1;1;7;
Tile;;-2,148;1;1;7;
Tile;;-2,149;1;1;7;
Tile;;-2,150;1;1;7;
Tile;;-2,151;1;1;7;
Tile;;-2,152;1;1;7;
Tile;;-2,153;1;1;7;
Tile;;-2,154;1;1;7;
Tile;;-2,155;1;1;7;
Tile;;-2,156;1;1;7;
Tile;;-2,157;1;1;7;
Tile;;-2,158;1;1;7;
Tile;;-2,159;1;1;7;
Tile;;-2,160;1;1;7;
Tile;;-2,161;1;1;7;
Tile;;-2,162;1;1;7;
Tile;;-1,162;1;1;7;
Tile;;0,162;1;1;7;
Tile;;1,162;1;1;7;
Tile;;2,162;1;1;7;
Tile;;3,162;1;1;7;
Tile;;4,162;1;1;7;
Tile;;5,162;1;1;7;
Tile;;6,162;1;1;7;
Tile;;7,162;1;1;7;
Tile;;8,162;1;1;7;
Tile;;9,162;1;1;7;
Tile;;10,162;1;1;7;
Tile;;11,162;1;1;7;
Tile;;12,162;1;1;7;
Tile;;13,162;1;1;7;
Tile;;14,162;1;1;7;
Tile;;15,162;1;1;7;
Tile;;16,162;1;1;7;
Tile;;16,146;1;1;7;
Tile;;16,147;1;1;7;
Tile;;16,148;1;1;7;
Tile;;16,149;1;1;7;
Tile;;16,150;1;1;7;
Tile;;16,151;1;1;7;
Tile;;16,152;1;1;7;
Tile;;16,153;1;1;7;
Tile;;16,154;1;1;7;
Tile;;16,155;1;1;7;
Tile;;16,156;1;1;7;
Tile;;16,157;1;1;7;
Tile;;16,158;1;1;7;
Tile;;16,159;1;1;7;
Tile;;16,160;1;1;7;
Tile;;16,161;1;1;7;
Tile;;-1,146;1;1;7;
Tile;;0,146;1;1;7;
Tile;;2,146;1;1;7;
Tile;;3,146;1;1;7;
Tile;;4,146;1;1;7;
Tile;;5,146;1;1;7;
Tile;;6,146;1;1;7;
Tile;;7,146;1;1;7;
Tile;;8,146;1;1;7;
Tile;;9,146;1;1;7;
Tile;;10,146;1;1;7;
Tile;;11,146;1;1;7;
Tile;;12,146;1;1;7;
Tile;;13,146;1;1;7;
Tile;;14,146;1;1;7;
Tile;;15,146;1;1;7;
Tile;;0,154;1;5;6;
Tile;;2,158;1;5;6;
Tile;;14,158;1;5;6;
Tile;;9,160;1;5;6;
Tile;;8,152;1;5;6;
Tile;;6,156;1;5;6;
Tile;;1,156;1;5;6;
Tile;;11,159;1;5;6;
Tile;;4,149;1;5;6;
Tile;;13,151;1;5;6;
Tile;;5,148;1;5;6;
Tile;;15,153;1;5;6;
Tile;;1,153;1;5;6;
Tile;;4,161;1;5;6;
Tile;;14,149;1;5;6;
Tile;;10,151;1;5;6;
Tile;;6,155;1;5;6;
Tile;;13,157;1;5;6;
Tile;;9,149;1;5;6;
Tile;;1,152;1;5;6;
Tile;;15,159;1;5;6;
Tile;;6,149;1;5;6;
Tile;;8,161;1;5;6;
Tile;;2,152;1;5;6;
Tile;;7,157;1;5;6;
Tile;grass;-1,147;0;6;6;
NPC;Petronius;4,151;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Sothoth;3,160;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Fenchurch;6,150;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Twoflowers;15,160;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Sauntering;2,154;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Enoch;0,148;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Commonplacely;8,158;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Calais;3,155;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Parian;7,158;1;2;1;battle;randomAI;displayDialogue(0);
Tile;;-2,143;1;1;7;
Tile;;-2,144;1;1;7;
Tile;;-2,145;1;1;7;
Tile;;12,132;1;1;7;
Tile;;12,133;1;1;7;
Tile;;12,135;1;1;7;
Tile;;12,136;1;1;7;
Tile;;12,137;1;1;7;
Tile;;12,138;1;1;7;
Tile;;12,139;1;1;7;
Tile;;12,140;1;1;7;
Tile;;12,141;1;1;7;
Tile;;12,142;1;1;7;
Tile;;12,143;1;1;7;
Tile;;12,144;1;1;7;
Tile;;12,145;1;1;7;
Tile;;-1,132;1;1;7;
Tile;;0,132;1;1;7;
Tile;;1,132;1;1;7;
Tile;;2,132;1;1;7;
Tile;;3,132;1;1;7;
Tile;;4,132;1;1;7;
Tile;;5,132;1;1;7;
Tile;;6,132;1;1;7;
Tile;;7,132;1;1;7;
Tile;;8,132;1;1;7;
Tile;;9,132;1;1;7;
Tile;;10,132;1;1;7;
